43,39,50,20,26,36,58,78,65,34,92,90,31,80,35,22,29
17,99,64,69,72,76,43,77,38,93,58,55,74
60,94,36,26,27,42,39,95,89,87,38,92,14,50,64,57,99,96,69,93,67,72,33,78,53,81,15,24,43,86,82,58,12,17,59,68,76,63,52,73,20
62,63,29,33,20,25,40,15,81,67,83,53,85,79,70
20,82,39,57,50,96,99,24,73,26,83,74,91,86,97,17,45,42,93,81,22
99,39,57,82,38,78,75,55,10,16,28,33,94,18,54,48,45,53,22
84,77,95,39,87,24,81,71,13,54,31,53,55
26,57,50,99,18,82,87,29,80,51,12,96,83,20,39,84,95,43,92
54,68,27,20,87,47,81,82,62,29,41,69,22,75,53,40,79,97,36,78,70
92,53,66,88,22,78,62,80,81,49,69,29,98,72,17,79,70
50,76,98,61,16,86,90,18,11,93,81,53,22,79,70,40,41,62,29
96,24,14,32,19,46,52,25,80,69,53,40,70,81,79,62,41
44,96,92,17,41,57,56,86,20,73,15,59,39,87,26,66,36,35,43,91,58,33,45,50,24,21,40
72,57,82,99,76,26,73,10,55,14,83,21,16,34,86,94,46,95,54,84,47,11,68,30,67,45,42,37,62,22,69,29,53,81,79
43,18,67,12,95,79,10,50,41,83,15,17,96,31,52,66,44,47,45,20,55,53,29,28,99,26,57,87,65,64,54,73,35
99,50,39,57,20,59,26,15,76,21,34,66,86,64,31,17,35,79,62
99,54,58,80,43,56,14,63,36,69,15,20,73,78,26,86,49,19,42
70,64,46,69,62,48,40,20,29,67,22,79,39,53,24,83,34
39,57,82,43,72,54,12,99,70,28,20,73,67,31,95,91,83
48,56,40,73,99,83,35,21,46,25,62,20,85,18,13,15,28,42,79,14,84,68,98,67,50
69,29,73,84,94,70,45,76,72,16,47,62,22,90,40,53,41,66,79,21,81
20,73,10,75,66,46,18,44,11,68,79,41,62,53,22,69,70,40,81
89,81,92,13,45,57,36,80,98,90,94,35,74,99,33,68,85,14,42,30,79,67,53,22,27
12,73,14,19,23,95,17,30,62,41,22,53,69,81,79
20,12,58,24,76,71,21,75,34,74,23,52,51,97,47,35,68,42,30,37,13,45,93,67,41,22,69,29,70
19,52,48,35,84,82,40,21,42,70,18,26,60,67,65,22,15,73,87,72,33,59,37,89,44,98,17,39,57,97,45,36,74
25,98,27,63,36,43,47,86,72,10,21,53,73,38,15,90,80,14,18,75,19,13,92,99,31,23,24
20,72,50,26,38,58,15,65,74,94,51,31,13,40,41
73,54,47,56,52,24,12,78,26,69,43,34,81,35,20,64,38,57,27,82,36,19,58,99,32,49,16
43,73,98,85,77,95,47,37,70,40,79,29,53,41,81
50,15,65,91,61,28,97,48,67,80,37,41,69,29,79
43,96,72,38,24,58,32,85,23,49,27,46,88,63,90,44,25,35,42,93,68,67,30,13,69,70,79,22,62,29,81,40,53
62,24,23,22,81,79,40,41,70,96,13,19,59,58,56,29,63,10,53
43,99,39,96,71,16,67,72,41,47,57,31,38,95,86,20,92,14,50,12,82
12,39,50,38,26,14,65,55,19,91,23,95,47,84,89,54,37,42,81,70,69
61,75,62,64,48,22,40,53,15,29,81,70,79,23,43,31,30
10,41,53,67,65,80,69,43,18,35,45,87,30,73,88,25,24,86,39,40,70
80,50,56,17,32,94,97,86,98,36,26,75,29,58,20,68,70,77,47,57,23,39,33,78,37,96,59,46,55,87,82,51,18,88,83,21,65,95,10
20,43,50,82,72,39,12,78,55,91,23,52,89,13,62
72,39,60,97,24,12,23,82,81,99,93,20,57,65,84
12,57,82,78,36,75,85,46,64,17,37,40,81
15,41,52,62,40,79,53,86,36,25,34,69,22,81,38,70,13,20,21
73,15,86,81,96,72,53,94,57,45,67,31,93,71,38,17,88,39,68,25,26,30,37,75,76,23,87,59,47,69,48,89,27,13,98,91,70,80,33,22,56
39,92,31,10,76,52,81,57,40,72,87,50,82,20,67,99,16,96,43,49,12
50,43,20,96,12,39,99,57,72,26,32,66,77,63,90,47,11,93,29
50,36,32,19,16,27,95,25,80,35,62,70,53
82,78,24,71,14,61,92,52,48,13,22,29,69
50,86,57,36,52,30,19,96,67,43,69,82,89,83,12,20,62,72,99
50,26,36,75,61,85,92,64,56,17,80,81,29,69,79,40,22,62,41,70,53
78,14,77,56,86,88,69,34,20,43,66,82,30,12,57,99,39,50,47,96,72
62,77,35,83,82,68,80,36,10,29,22,48,65,67,73,18,27,37,55,38,12,70,69,79,93,66,21,40,45,95,42,13,19,91,30
82,96,78,24,58,26,21,55,75,85,74,33,63,97,95,44,47,25,84,42,13,41,22
72,20,12,43,99,26,76,73,75,98,66,91,34,33,51,63,95,64,44,25,54,37,13,45,70,40,79
99,12,20,59,15,36,24,75,10,83,55,85,34,91,33,92,27,46,64,18,25,30,37,35,68,93,45,13,67,80,42,40,69,81,41,62,79,70,53,29,22
82,99,78,59,58,15,36,83,19,94,28,44,56,11,13,37,53
57,99,73,75,21,55,10,32,85,60,49,23,44,18,95,48,42,45,93,35,30,67,68,80,70,22,69,29,79,81,53
76,90,82,75,62,79,12,59,20,83,58,11,19,38,53,92,23,54,68,78,10,47,72,50,64,14,33,27,22,13,98,71,89,86,73
21,12,51,68,33,76,85,37,79,45,80,29,42,63,56,40,86,67,34
36,30,80,20,67,57,35,21,89,62,25,14,16,42,54,50,22,11,33,27,17,26,48,59,40,58,69,96,93,24,66,55,70,18,45,73,92,77,81
12,43,99,39,72,50,82,20,73,76,24,59,78,58,14,60,19,49,97,52,64,95,89,48,47,67,93,53,81
76,47,81,79,29,22,99,19,40,37,98,62,94,44,69
99,57,15,38,71,10,85,91,87,94,49,33,90,54,11,31,84,56,17,89,30,81,41,79,22
57,99,12,50,43,20,96,39,82,72,26,32,10,85,19,86,27,52,48,30,69
